mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
1.09,"8 km WNW of Cobb, CA",1725084678310,1725090866332,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055536&format=geojson,,,,,automatic,0,18,nc,75055536,",nc75055536,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.01566,0.01,59.0,md,earthquake,"M 1.1 - 8 km WNW of Cobb, CA"
1.29,"11 km NW of Parkfield, CA",1725084289740,1725469470143,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055526&format=geojson,,,,,reviewed,0,26,nc,75055526,",nc75055526,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.02251,0.05,49.0,md,earthquake,"M 1.3 - 11 km NW of Parkfield, CA"
1.86,"22 km SW of Lamont, CA",1725084130720,1725405627490,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720415,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720415&format=geojson,,,,,reviewed,0,53,ci,40720415,",ci40720415,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",48.0,0.05367,0.22,42.0,ml,earthquake,"M 1.9 - 22 km SW of Lamont, CA"
2.2,"92 km NNW of Aleneva, Alaska",1725083934301,1725084065317,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7mge8m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7mge8m&format=geojson,,,,,automatic,0,74,ak,024b7mge8m,",ak024b7mge8m,",",ak,",",origin,phase-data,",,,0.89,,ml,earthquake,"M 2.2 - 92 km NNW of Aleneva, Alaska"
-0.19,"34 km ENE of Adak, Alaska",1725083652110,1725164722350,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019809,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019809&format=geojson,,,,,reviewed,0,0,av,93019809,",av93019809,",",av,",",origin,phase-data,",5.0,0.04341,0.2,200.0,ml,earthquake,"M -0.2 - 34 km ENE of Adak, Alaska"
1.3,"72 km ENE of Chase, Alaska",1725083129485,1725083245948,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7mdk0k,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7mdk0k&format=geojson,,,,,automatic,0,26,ak,024b7mdk0k,",ak024b7mdk0k,",",ak,",",origin,phase-data,",,,0.55,,ml,earthquake,"M 1.3 - 72 km ENE of Chase, Alaska"
-0.17,"19 km ENE of West Yellowstone, Montana",1725082929660,1725370079890,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80080806,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80080806&format=geojson,,,,,reviewed,0,0,uu,80080806,",uu80080806,",",uu,",",origin,phase-data,",6.0,0.04587,0.05,128.0,md,earthquake,"M -0.2 - 19 km ENE of West Yellowstone, Montana"
1.04,"20 km W of Esparto, CA",1725082277760,1725566599626,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055516&format=geojson,,,,,reviewed,0,17,nc,75055516,",nc75055516,",",nc,",",nearby-cities,origin,phase-data,",24.0,0.03971,0.16,76.0,md,earthquake,"M 1.0 - 20 km W of Esparto, CA"
0.54,"4 km SSW of San Juan Bautista, CA",1725081990190,1725468656442,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055511&format=geojson,,,,,reviewed,0,4,nc,75055511,",nc75055511,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.04284,0.06,92.0,md,earthquake,"M 0.5 - 4 km SSW of San Juan Bautista, CA"
1.8,"27 km WNW of Anchor Point, Alaska",1725081724646,1727329583040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7m8kmo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7m8kmo&format=geojson,,,,,automatic,0,50,ak,024b7m8kmo,",us6000nntz,ak024b7m8kmo,",",us,ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 1.8 - 27 km WNW of Anchor Point, Alaska"
0.47000000000000003,"20 km SSW of Morton, Washington",1725081427540,1725123248190,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042406,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042406&format=geojson,,,,,reviewed,0,3,uw,62042406,",uw62042406,",",uw,",",origin,phase-data,",21.0,0.07332,0.09,85.0,ml,earthquake,"M 0.5 - 20 km SSW of Morton, Washington"
0.78,"9 km SE of Katie, Oklahoma",1725081205890,1725469284408,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024rcjp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024rcjp&format=geojson,,,,,reviewed,0,9,ok,2024rcjp,",ok2024rcjp,",",ok,",",origin,phase-data,",28.0,0.07558516761,0.3,120.0,ml,earthquake,"M 0.8 - 9 km SE of Katie, Oklahoma"
2.3,"56 km ESE of Cayambe, Ecuador",1725080642393,1727329335040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nntw,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nntw&format=geojson,,,,,reviewed,0,81,us,6000nntw,",us6000nntw,",",us,",",origin,phase-data,",11.0,0.377,0.33,137.0,ml,earthquake,"M 2.3 - 56 km ESE of Cayambe, Ecuador"
0.73,"4 km N of Cabazon, CA",1725080516350,1725404985236,,https://earthquake.usgs.gov/earthquakes/eventpage/ci37682876,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37682876&format=geojson,,,,,reviewed,0,8,ci,37682876,",ci37682876,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.0802,0.12,78.0,ml,earthquake,"M 0.7 - 4 km N of Cabazon, CA"
0.83,"5 km N of Cabazon, CA",1725080512360,1725404988992,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720399,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720399&format=geojson,,,,,reviewed,0,11,ci,40720399,",ci40720399,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.07639,0.11,72.0,ml,earthquake,"M 0.8 - 5 km N of Cabazon, CA"
1.80999994,"7 km S of Volcano, Hawaii",1725080418780,1725080517360,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433227,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433227&format=geojson,,,,,automatic,0,50,hv,74433227,",hv74433227,",",hv,",",origin,phase-data,",25.0,0.00569,0.170000002,68.0,md,earthquake,"M 1.8 - 7 km S of Volcano, Hawaii"
1.1,"58 km SW of Adak, Alaska",1725080308490,1725163683470,,https://earthquake.usgs.gov/earthquakes/eventpage/av93245453,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93245453&format=geojson,,,,,reviewed,0,19,av,93245453,",av93245453,",",av,",",origin,phase-data,",14.0,0.1945,0.24,235.0,ml,earthquake,"M 1.1 - 58 km SW of Adak, Alaska"
0.7,"14 km ENE of Goldfield, Nevada",1725079219665,1725079401043,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883548,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883548&format=geojson,,,,,automatic,0,8,nn,00883548,",nn00883548,",",nn,",",origin,phase-data,",12.0,0.568,0.2677,184.76,ml,earthquake,"M 0.7 - 14 km ENE of Goldfield, Nevada"
1.5,"17 km NNE of Hermleigh, Texas",1725079111052,1725391069229,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024rcil,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024rcil&format=geojson,,,,,reviewed,0,35,tx,2024rcil,",tx2024rcil,",",tx,",",origin,phase-data,",13.0,0.1,0.1,79.0,ml,earthquake,"M 1.5 - 17 km NNE of Hermleigh, Texas"
1.2,"42 km SSW of Glacier View, Alaska",1725078955819,1725079029538,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7lq1a5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7lq1a5&format=geojson,,,,,automatic,0,22,ak,024b7lq1a5,",ak024b7lq1a5,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.2 - 42 km SSW of Glacier View, Alaska"
4.2,"67 km WNW of Copiapó, Chile",1725078393146,1727306755040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nntr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nntr&format=geojson,,,,,reviewed,0,271,us,6000nntr,",us6000nntr,",",us,",",origin,phase-data,",25.0,0.584,1.23,142.0,mb,earthquake,"M 4.2 - 67 km WNW of Copiapó, Chile"
0.48,"15 km N of Aguanga, CA",1725078064570,1725112078800,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720391&format=geojson,,,,,reviewed,0,4,ci,40720391,",ci40720391,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.06767,0.15,39.0,ml,earthquake,"M 0.5 - 15 km N of Aguanga, CA"
2.06,"9 km SSE of Volcano, Hawaii",1725077646480,1725077824380,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433182,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433182&format=geojson,,,,,automatic,0,65,hv,74433182,",hv74433182,",",hv,",",origin,phase-data,",17.0,0.03748,0.300000012,169.0,ml,earthquake,"M 2.1 - 9 km SSE of Volcano, Hawaii"
1.79,"9 km SSE of Volcano, Hawaii",1725077645690,1725386923730,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433177,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433177&format=geojson,,,,,reviewed,0,49,hv,74433177,",hv74433177,",",hv,",",origin,phase-data,",30.0,0.01518,0.12,99.0,ml,earthquake,"M 1.8 - 9 km SSE of Volcano, Hawaii"
2.62,"2 km NNE of The Geysers, CA",1725076644250,1727210831040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055506&format=geojson,1.0,2.2,,,reviewed,0,106,nc,75055506,",nc75055506,us6000nntm,",",nc,us,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",89.0,0.009646,0.06,34.0,md,earthquake,"M 2.6 - 2 km NNE of The Geysers, CA"
4.1,"297 km ESE of Levuka, Fiji",1725076388998,1727306616040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000ngec,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ngec&format=geojson,,,,,reviewed,0,259,us,7000ngec,",us7000ngec,",",us,",",origin,phase-data,",15.0,3.479,0.58,222.0,mb,earthquake,"M 4.1 - 297 km ESE of Levuka, Fiji"
4.1,"61 km SSW of Chirilagua, El Salvador",1725076339011,1727305525040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nntl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nntl&format=geojson,,,,,reviewed,0,259,us,6000nntl,",us6000nntl,",",us,",",origin,phase-data,",30.0,0.771,0.51,184.0,mb,earthquake,"M 4.1 - 61 km SSW of Chirilagua, El Salvador"
0.9400000000000001,"8 km S of Grandview, Washington",1725076088620,1725080601610,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042396,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042396&format=geojson,,,,,reviewed,0,14,uw,62042396,",uw62042396,",",uw,",",origin,phase-data,",12.0,0.1446,0.11,113.0,ml,earthquake,"M 0.9 - 8 km S of Grandview, Washington"
1.75999999,"11 km ENE of Pāhala, Hawaii",1725075730090,1725075839510,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433122,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433122&format=geojson,,,,,automatic,0,48,hv,74433122,",hv74433122,",",hv,",",origin,phase-data,",29.0,0.01963,0.170000002,183.0,md,earthquake,"M 1.8 - 11 km ENE of Pāhala, Hawaii"
-0.6,"60 km WNW of Tyonek, Alaska",1725075279640,1725162988530,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019794,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019794&format=geojson,,,,,reviewed,0,0,av,93019794,",av93019794,",",av,",",origin,phase-data,",8.0,0.07777,0.24,103.0,ml,earthquake,"M -0.6 - 60 km WNW of Tyonek, Alaska"
-0.16,"59 km WNW of Tyonek, Alaska",1725074972280,1725162259700,,https://earthquake.usgs.gov/earthquakes/eventpage/av93245378,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93245378&format=geojson,,,,,reviewed,0,0,av,93245378,",av93245378,",",av,",",origin,phase-data,",6.0,0.08251,0.22,114.0,ml,earthquake,"M -0.2 - 59 km WNW of Tyonek, Alaska"
2.35,"15 km SSW of Guánica, Puerto Rico",1725074346400,1725091452160,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71458748,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71458748&format=geojson,,,,,reviewed,0,85,pr,71458748,",pr71458748,",",pr,",",origin,phase-data,",3.0,0.1355,0.06,261.0,md,earthquake,"M 2.4 - 15 km SSW of Guánica, Puerto Rico"
1.26,"5 km NNW of San Jacinto, CA",1725074284430,1725404415070,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720375,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720375&format=geojson,,,,,reviewed,0,24,ci,40720375,",ci40720375,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",66.0,0.02013,0.17,30.0,ml,earthquake,"M 1.3 - 5 km NNW of San Jacinto, CA"
1.9,"45 km ENE of Chenega, Alaska",1725073921006,1725074062764,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7kzjz8,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7kzjz8&format=geojson,,,,,automatic,0,56,ak,024b7kzjz8,",ak024b7kzjz8,",",ak,",",origin,phase-data,",,,1.0,,ml,earthquake,"M 1.9 - 45 km ENE of Chenega, Alaska"
0.66,"15 km S of Harrah, Washington",1725073814970,1725079805700,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62042391,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62042391&format=geojson,,,,,reviewed,0,7,uw,62042391,",uw62042391,",",uw,",",origin,phase-data,",11.0,0.03173,0.23,106.0,ml,earthquake,"M 0.7 - 15 km S of Harrah, Washington"
4.4,"4 km SE of Jordán, Colombia",1725073805578,1727305127040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nnti,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nnti&format=geojson,,,,,reviewed,0,298,us,6000nnti,",us6000nnti,",",us,",",origin,phase-data,",72.0,0.8,0.79,59.0,mb,earthquake,"M 4.4 - 4 km SE of Jordán, Colombia"
4.3,"59 km N of Pārūn, Afghanistan",1725073527550,1727304376040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nntg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nntg&format=geojson,,,,,reviewed,0,284,us,6000nntg,",us6000nntg,",",us,",",origin,phase-data,",41.0,1.975,0.71,82.0,mb,earthquake,"M 4.3 - 59 km N of Pārūn, Afghanistan"
0.2,"100 km WNW of Aleneva, Alaska",1725072950530,1725162326140,,https://earthquake.usgs.gov/earthquakes/eventpage/av93019789,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93019789&format=geojson,,,,,reviewed,0,1,av,93019789,",av93019789,",",av,",",origin,phase-data,",6.0,0.0768,0.1,227.0,ml,earthquake,"M 0.2 - 100 km WNW of Aleneva, Alaska"
4.7,"Bonin Islands, Japan region",1725072107259,1727304260040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nntf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nntf&format=geojson,,,,,reviewed,0,340,us,6000nntf,",us6000nntf,",",us,",",origin,phase-data,",33.0,1.125,0.66,157.0,mb,earthquake,"M 4.7 - Bonin Islands, Japan region"
2.91,"109 km WNW of Trinidad, CA",1725072085340,1727310967040,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055501,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055501&format=geojson,,,,,reviewed,0,130,nc,75055501,",nc75055501,us6000nntd,",",nc,us,",",nearby-cities,origin,phase-data,",68.0,1.012,0.21,255.0,md,earthquake,"M 2.9 - 109 km WNW of Trinidad, CA"
4.3,"72 km E of Codrington, Antigua and Barbuda",1725072049879,1727304061040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000nntc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nntc&format=geojson,,,,,reviewed,0,284,us,6000nntc,",us6000nntc,",",us,",",origin,phase-data,",37.0,0.622,0.84,98.0,mb,earthquake,"M 4.3 - 72 km E of Codrington, Antigua and Barbuda"
0.64,"9 km S of Idyllwild, CA",1725071850310,1725112111803,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720351&format=geojson,,,,,reviewed,0,6,ci,40720351,",ci40720351,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.03746,0.1,79.0,ml,earthquake,"M 0.6 - 9 km S of Idyllwild, CA"
1.7,"8 km NNE of Eagle River, Alaska",1725071844577,1725072585594,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7kjj3d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7kjj3d&format=geojson,2.0,2.5,,,automatic,0,45,ak,024b7kjj3d,",ak024b7kjj3d,",",ak,",",dyfi,origin,phase-data,",,,0.48,,ml,earthquake,"M 1.7 - 8 km NNE of Eagle River, Alaska"
1.29,"18 km ESE of Little Lake, CA",1725071660820,1725112113442,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720343,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720343&format=geojson,,,,,reviewed,0,26,ci,40720343,",ci40720343,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.07771,0.14,51.0,ml,earthquake,"M 1.3 - 18 km ESE of Little Lake, CA"
0.85,"18 km ESE of Little Lake, CA",1725071522340,1725112131292,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720335,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720335&format=geojson,,,,,reviewed,0,11,ci,40720335,",ci40720335,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.07671,0.13,50.0,ml,earthquake,"M 0.9 - 18 km ESE of Little Lake, CA"
1.52,"17 km W of Petrolia, CA",1725071369460,1725564972450,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75001013,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75001013&format=geojson,,,,,reviewed,0,36,nc,75001013,",nc75001013,",",nc,",",nearby-cities,origin,phase-data,",20.0,0.1048,0.18,264.0,md,earthquake,"M 1.5 - 17 km W of Petrolia, CA"
1.07,"2 km NW of Willits, CA",1725071345590,1725563435304,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055491&format=geojson,,,,,reviewed,0,18,nc,75055491,",nc75055491,",",nc,",",nearby-cities,origin,phase-data,",16.0,0.05763,0.09,91.0,md,earthquake,"M 1.1 - 2 km NW of Willits, CA"
1.0,"74 km NE of Nikolski, Alaska",1725071331650,1725161998270,,https://earthquake.usgs.gov/earthquakes/eventpage/av93245328,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93245328&format=geojson,,,,,reviewed,0,15,av,93245328,",av93245328,",",av,",",origin,phase-data,",6.0,0.01216,0.25,120.0,ml,earthquake,"M 1.0 - 74 km NE of Nikolski, Alaska"
1.16,"4 km SSW of South Pasadena, CA",1725071080610,1725403348116,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720327,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720327&format=geojson,1.0,1.0,,,reviewed,0,21,ci,40720327,",ci40720327,",",ci,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",25.0,0.04575,0.13,90.0,ml,earthquake,"M 1.2 - 4 km SSW of South Pasadena, CA"
0.91,"3 km SSE of Mentone, CA",1725070570190,1725394381189,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720319,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720319&format=geojson,,,,,reviewed,0,13,ci,40720319,",ci40720319,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",39.0,0.01091,0.15,37.0,ml,earthquake,"M 0.9 - 3 km SSE of Mentone, CA"
1.5,"21 km E of Denali National Park, Alaska",1725070522207,1725070627542,,https://earthquake.usgs.gov/earthquakes/eventpage/ak024b7ket5o,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak024b7ket5o&format=geojson,,,,,automatic,0,35,ak,024b7ket5o,",ak024b7ket5o,",",ak,",",origin,phase-data,",,,0.91,,ml,earthquake,"M 1.5 - 21 km E of Denali National Park, Alaska"
0.5,"63 km W of Rachel, Nevada",1725070132201,1725070268476,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883546&format=geojson,,,,,automatic,0,4,nn,00883546,",nn00883546,",",nn,",",origin,phase-data,",8.0,0.46,0.3237,307.44,ml,earthquake,"M 0.5 - 63 km W of Rachel, Nevada"
0.77,"10 km NNW of The Geysers, CA",1725069521120,1725071967007,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055486,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055486&format=geojson,,,,,automatic,0,9,nc,75055486,",nc75055486,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",16.0,0.005202,0.02,92.0,md,earthquake,"M 0.8 - 10 km NNW of The Geysers, CA"
0.98,"23 km SW of Ocotillo Wells, CA",1725069118130,1725393819133,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40720311,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40720311&format=geojson,,,,,reviewed,0,15,ci,40720311,",ci40720311,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.03094,0.16,57.0,ml,earthquake,"M 1.0 - 23 km SW of Ocotillo Wells, CA"
1.99,"6 km SSW of Volcano, Hawaii",1725068641050,1725385615880,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74433017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74433017&format=geojson,,,,,reviewed,0,61,hv,74433017,",hv74433017,",",hv,",",origin,phase-data,",25.0,0.004463,0.09,59.0,ml,earthquake,"M 2.0 - 6 km SSW of Volcano, Hawaii"
0.42,"8 km NNW of The Geysers, CA",1725068137480,1725468294936,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75055481,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75055481&format=geojson,,,,,reviewed,0,3,nc,75055481,",nc75055481,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",24.0,0.007577,0.03,47.0,md,earthquake,"M 0.4 - 8 km NNW of The Geysers, CA"
1.4,"8 km ENE of Goldfield, Nevada",1725067560194,1725067719739,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00883542,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00883542&format=geojson,,,,,automatic,0,30,nn,00883542,",nn00883542,",",nn,",",origin,phase-data,",17.0,0.447,0.2684,175.26999999999998,ml,earthquake,"M 1.4 - 8 km ENE of Goldfield, Nevada"
